cultivation_id,passbook_number,season,cultivated_area_acres,crop,quantity_produced_quintals
CUL000821,PPB000662,2026-KHARIF,9.26,Paddy,258.4
CUL000822,PPB000663,2026-KHARIF,1.28,Paddy,30.7
CUL000823,PPB000664,2026-KHARIF,4.38,Maize,81.85
CUL000824,PPB000665,2026-KHARIF,8.3,Cotton,58.28
CUL000825,PPB000666,2026-KHARIF,1.52,Groundnut,12.15
CUL000826,PPB000666,2026-KHARIF,1.03,Paddy,20.92
CUL000827,PPB000667,2026-KHARIF,0.71,Groundnut,5.01
CUL000828,PPB000668,2026-KHARIF,4.64,Cotton,23.22
CUL000829,PPB000669,2026-KHARIF,3.98,Soybean,23.8
CUL000830,PPB000669,2026-KHARIF,1.76,Groundnut,13.67
CUL000831,PPB000670,2026-KHARIF,1.52,Maize,33.19
CUL000832,PPB000671,2026-KHARIF,3.9,Maize,92.29
CUL000833,PPB000672,2026-KHARIF,3.76,Groundnut,43.64
CUL000834,PPB000673,2026-KHARIF,2.01,Cotton,8.68
CUL000835,PPB000674,2026-KHARIF,1.49,Cotton,10.27
CUL000836,PPB000675,2026-KHARIF,0.63,Cotton,3.5
CUL000837,PPB000675,2026-KHARIF,0.6,Maize,11.42
CUL000838,PPB000676,2026-KHARIF,7.72,Maize,142.3
CUL000839,PPB000677,2026-KHARIF,0.87,Groundnut,5.77
CUL000840,PPB000678,2026-KHARIF,3.62,Paddy,106.85
CUL000841,PPB000678,2026-KHARIF,2.86,Cotton,22.38
CUL000842,PPB000679,2026-KHARIF,0.6,Cotton,4.21
CUL000843,PPB000680,2026-KHARIF,3.93,Maize,59.25
CUL000844,PPB000681,2026-KHARIF,6.25,Paddy,179.86
CUL000845,PPB000682,2026-KHARIF,6.82,Paddy,198.73
CUL000846,PPB000683,2026-KHARIF,1.83,Maize,36.99
CUL000847,PPB000683,2026-KHARIF,4.88,Groundnut,36.19
CUL000848,PPB000684,2026-KHARIF,0.92,Cotton,4.45
CUL000849,PPB000685,2026-KHARIF,1.03,Cotton,5.99
CUL000850,PPB000686,2026-KHARIF,4.75,Maize,76.34
CUL000851,PPB000687,2026-KHARIF,2.45,Maize,56.78
CUL000852,PPB000688,2026-KHARIF,1.74,Groundnut,11.46
CUL000853,PPB000688,2026-KHARIF,0.47,Soybean,4.35
CUL000854,PPB000689,2026-KHARIF,0.62,Groundnut,4.71
CUL000855,PPB000690,2026-KHARIF,5.1,Paddy,116.46
CUL000856,PPB000691,2026-KHARIF,0.58,Cotton,2.73
CUL000857,PPB000692,2026-KHARIF,4.29,Paddy,115.66
CUL000858,PPB000692,2026-KHARIF,1.48,Groundnut,9.41
CUL000859,PPB000693,2026-KHARIF,3.66,Paddy,83.14
CUL000860,PPB000694,2026-KHARIF,1.39,Groundnut,12.73
CUL000861,PPB000695,2026-KHARIF,3.99,Maize,97.16
CUL000862,PPB000696,2026-KHARIF,3.49,Cotton,26.02
CUL000863,PPB000696,2026-KHARIF,2.66,Soybean,23.84
CUL000864,PPB000697,2026-KHARIF,3.61,Cotton,18.75
CUL000865,PPB000697,2026-KHARIF,0.86,Soybean,7.34
CUL000866,PPB000698,2026-KHARIF,7.37,Cotton,45.44
CUL000867,PPB000699,2026-KHARIF,4.32,Soybean,42.43
CUL000868,PPB000700,2026-KHARIF,7.06,Groundnut,54.56
CUL000869,PPB000701,2026-KHARIF,1.25,Groundnut,14.33
CUL000870,PPB000702,2026-KHARIF,2.55,Soybean,25.31
CUL000871,PPB000703,2026-KHARIF,1.34,Paddy,38.63
CUL000872,PPB000704,2026-KHARIF,0.83,Cotton,4.56
CUL000873,PPB000705,2026-KHARIF,3.86,Maize,60.71
CUL000874,PPB000706,2026-KHARIF,1.53,Paddy,42.83
CUL000875,PPB000707,2026-KHARIF,0.58,Paddy,13.48
CUL000876,PPB000708,2026-KHARIF,0.75,Maize,16.0
CUL000877,PPB000708,2026-KHARIF,3.32,Maize,72.44
CUL000878,PPB000709,2026-KHARIF,1.2,Groundnut,10.98
CUL000879,PPB000710,2026-KHARIF,1.12,Groundnut,13.41
CUL000880,PPB000710,2026-KHARIF,0.74,Soybean,7.26
CUL000881,PPB000711,2026-KHARIF,2.06,Soybean,17.71
CUL000882,PPB000712,2026-KHARIF,2.75,Maize,61.79
CUL000883,PPB000713,2026-KHARIF,1.18,Groundnut,14.05
CUL000884,PPB000714,2026-KHARIF,2.18,Cotton,10.54
CUL000885,PPB000715,2026-KHARIF,4.4,Maize,97.13
CUL000886,PPB000716,2026-KHARIF,4.41,Maize,103.03
CUL000887,PPB000717,2026-KHARIF,2.39,Maize,56.85
CUL000888,PPB000718,2026-KHARIF,2.18,Groundnut,14.29
CUL000889,PPB000719,2026-KHARIF,6.44,Paddy,162.26
CUL000890,PPB000719,2026-KHARIF,1.16,Soybean,6.73
CUL000891,PPB000720,2026-KHARIF,2.99,Groundnut,20.9
CUL000892,PPB000720,2026-KHARIF,2.5,Groundnut,25.59
CUL000893,PPB000721,2026-KHARIF,1.39,Maize,33.36
CUL000894,PPB000721,2026-KHARIF,2.25,Cotton,11.34
CUL000895,PPB000722,2026-KHARIF,2.69,Cotton,15.97
CUL000896,PPB000723,2026-KHARIF,1.49,Groundnut,17.36
CUL000897,PPB000723,2026-KHARIF,2.09,Groundnut,13.67
CUL000898,PPB000724,2026-KHARIF,0.79,Groundnut,5.88
CUL000899,PPB000724,2026-KHARIF,0.5,Paddy,12.75
CUL000900,PPB000725,2026-KHARIF,7.17,Paddy,189.68
CUL000901,PPB000726,2026-KHARIF,0.71,Maize,12.06
CUL000902,PPB000727,2026-KHARIF,4.93,Groundnut,58.17
CUL000903,PPB000728,2026-KHARIF,2.57,Maize,42.54
CUL000904,PPB000729,2026-KHARIF,1.37,Maize,33.64
CUL000905,PPB000730,2026-KHARIF,7.62,Groundnut,49.17
CUL000906,PPB000730,2026-KHARIF,0.89,Groundnut,8.28
CUL000907,PPB000731,2026-KHARIF,8.79,Cotton,58.13
CUL000908,PPB000732,2026-KHARIF,5.74,Groundnut,41.44
CUL000909,PPB000733,2026-KHARIF,1.59,Paddy,39.58
CUL000910,PPB000734,2026-KHARIF,6.96,Soybean,42.42
CUL000911,PPB000734,2026-KHARIF,1.95,Cotton,9.73
CUL000912,PPB000735,2026-KHARIF,3.12,Cotton,23.28
CUL000913,PPB000736,2026-KHARIF,1.98,Paddy,43.17
CUL000914,PPB000736,2026-KHARIF,0.7,Groundnut,6.04
CUL000915,PPB000737,2026-KHARIF,5.26,Soybean,28.14
CUL000916,PPB000738,2026-KHARIF,2.08,Groundnut,18.33
CUL000917,PPB000739,2026-KHARIF,2.95,Maize,58.71
CUL000918,PPB000739,2026-KHARIF,0.91,Cotton,4.14
CUL000919,PPB000740,2026-KHARIF,1.73,Paddy,48.65
CUL000920,PPB000741,2026-KHARIF,0.83,Cotton,4.64
CUL000921,PPB000742,2026-KHARIF,2.8,Maize,43.05
CUL000922,PPB000743,2026-KHARIF,1.93,Groundnut,17.24
CUL000923,PPB000744,2026-KHARIF,3.08,Groundnut,34.44
CUL000924,PPB000744,2026-KHARIF,1.33,Maize,29.17
CUL000925,PPB000745,2026-KHARIF,3.12,Cotton,14.78
CUL000926,PPB000746,2026-KHARIF,3.52,Paddy,77.51
CUL000927,PPB000747,2026-KHARIF,2.49,Maize,60.32
CUL000928,PPB000748,2026-KHARIF,7.54,Groundnut,59.75
CUL000929,PPB000749,2026-KHARIF,0.59,Maize,14.48
CUL000930,PPB000749,2026-KHARIF,1.15,Groundnut,13.1
CUL000931,PPB000750,2026-KHARIF,0.55,Maize,11.79
CUL000932,PPB000751,2026-KHARIF,1.67,Groundnut,17.53
CUL000933,PPB000752,2026-KHARIF,1.21,Maize,23.93
CUL000934,PPB000753,2026-KHARIF,0.85,Maize,20.5
CUL000935,PPB000754,2026-KHARIF,6.4,Paddy,141.47
CUL000936,PPB000755,2026-KHARIF,0.78,Paddy,16.73
CUL000937,PPB000755,2026-KHARIF,0.61,Maize,13.61
CUL000938,PPB000756,2026-KHARIF,1.88,Paddy,53.89
CUL000939,PPB000757,2026-KHARIF,3.46,Maize,53.75
CUL000940,PPB000757,2026-KHARIF,2.78,Paddy,58.82
CUL000941,PPB000758,2026-KHARIF,1.62,Maize,39.1
CUL000942,PPB000758,2026-KHARIF,0.55,Groundnut,5.68
CUL000943,PPB000759,2026-KHARIF,0.83,Cotton,5.52
CUL000944,PPB000759,2026-KHARIF,1.99,Soybean,19.23
CUL000945,PPB000760,2026-KHARIF,1.52,Maize,23.36
CUL000946,PPB000761,2026-KHARIF,1.48,Cotton,7.15
CUL000947,PPB000762,2026-KHARIF,0.96,Soybean,7.92
CUL000948,PPB000763,2026-KHARIF,1.38,Paddy,29.66
CUL000949,PPB000764,2026-KHARIF,1.06,Paddy,24.22
CUL000950,PPB000765,2026-KHARIF,5.66,Maize,137.08
CUL000951,PPB000765,2026-KHARIF,2.73,Groundnut,27.27
CUL000952,PPB000766,2026-KHARIF,0.93,Cotton,5.12
CUL000953,PPB000767,2026-KHARIF,5.73,Groundnut,41.04
CUL000954,PPB000768,2026-KHARIF,4.16,Cotton,28.65
CUL000955,PPB000769,2026-KHARIF,4.46,Paddy,125.12
CUL000956,PPB000770,2026-KHARIF,7.14,Groundnut,68.38
CUL000957,PPB000771,2026-KHARIF,6.12,Groundnut,54.95
CUL000958,PPB000772,2026-KHARIF,3.9,Maize,96.29
CUL000959,PPB000773,2026-KHARIF,0.81,Maize,15.58
CUL000960,PPB000774,2026-KHARIF,3.62,Groundnut,29.68
CUL000961,PPB000775,2026-KHARIF,6.27,Maize,107.34
CUL000962,PPB000776,2026-KHARIF,2.22,Paddy,64.12
CUL000963,PPB000777,2026-KHARIF,0.65,Soybean,6.27
CUL000964,PPB000778,2026-KHARIF,0.75,Groundnut,5.23
CUL000965,PPB000778,2026-KHARIF,0.79,Soybean,5.05
CUL000966,PPB000779,2026-KHARIF,0.87,Paddy,21.26
CUL000967,PPB000780,2026-KHARIF,2.1,Groundnut,12.88
CUL000968,PPB000781,2026-KHARIF,0.88,Cotton,5.39
CUL000969,PPB000782,2026-KHARIF,2.01,Cotton,15.7
CUL000970,PPB000783,2026-KHARIF,5.86,Paddy,130.2
CUL000971,PPB000784,2026-KHARIF,0.64,Paddy,13.6
CUL000972,PPB000785,2026-KHARIF,5.74,Soybean,56.15
CUL000973,PPB000786,2026-KHARIF,1.26,Cotton,8.18
CUL000974,PPB000786,2026-KHARIF,0.8,Groundnut,8.05
CUL000975,PPB000787,2026-KHARIF,2.58,Soybean,23.78
CUL000976,PPB000788,2026-KHARIF,1.59,Paddy,33.98
CUL000977,PPB000789,2026-KHARIF,2.28,Paddy,48.12
CUL000978,PPB000790,2026-KHARIF,2.75,Groundnut,18.52
CUL000979,PPB000791,2026-KHARIF,0.64,Soybean,4.97
CUL000980,PPB000792,2026-KHARIF,1.34,Cotton,9.45
CUL000981,PPB000793,2026-KHARIF,2.87,Soybean,21.76
CUL000982,PPB000794,2026-KHARIF,1.55,Cotton,8.98
CUL000983,PPB000795,2026-KHARIF,3.27,Paddy,97.26
CUL000984,PPB000796,2026-KHARIF,4.52,Maize,90.78
CUL000985,PPB000797,2026-KHARIF,0.98,Maize,15.23
CUL000986,PPB000797,2026-KHARIF,0.56,Cotton,2.42
CUL000987,PPB000798,2026-KHARIF,5.73,Cotton,31.2
CUL000988,PPB000799,2026-KHARIF,0.88,Maize,20.25
CUL000989,PPB000800,2026-KHARIF,1.19,Maize,18.15
CUL000990,PPB000801,2026-KHARIF,1.5,Groundnut,16.73
CUL000991,PPB000801,2026-KHARIF,3.21,Soybean,22.89
CUL000992,PPB000802,2026-KHARIF,0.98,Soybean,5.05
CUL000993,PPB000802,2026-KHARIF,0.48,Paddy,11.2
CUL000994,PPB000803,2026-KHARIF,3.54,Maize,82.22
CUL000995,PPB000804,2026-KHARIF,1.8,Soybean,17.01
CUL000996,PPB000805,2026-KHARIF,4.87,Paddy,114.6
CUL000997,PPB000805,2026-KHARIF,0.53,Maize,12.35
CUL000998,PPB000806,2026-KHARIF,0.51,Paddy,15.2
CUL000999,PPB000806,2026-KHARIF,0.61,Soybean,3.36
CUL001000,PPB000807,2026-KHARIF,2.76,Paddy,76.04
CUL001001,PPB000808,2026-KHARIF,0.63,Groundnut,5.62
CUL001002,PPB000809,2026-KHARIF,0.99,Cotton,4.11
CUL001003,PPB000809,2026-KHARIF,2.74,Cotton,17.38
CUL001004,PPB000810,2026-KHARIF,7.69,Groundnut,81.08
CUL001005,PPB000811,2026-KHARIF,3.06,Cotton,15.29
CUL001006,PPB000812,2026-KHARIF,3.33,Maize,51.36
CUL001007,PPB000813,2026-KHARIF,5.98,Cotton,39.39
CUL001008,PPB000814,2026-KHARIF,2.73,Soybean,24.34
CUL001009,PPB000815,2026-KHARIF,3.03,Paddy,66.62
CUL001010,PPB000815,2026-KHARIF,1.05,Paddy,29.54
CUL001011,PPB000816,2026-KHARIF,2.86,Cotton,12.61
CUL001012,PPB000816,2026-KHARIF,1.45,Paddy,31.15
CUL001013,PPB000817,2026-KHARIF,2.52,Paddy,62.62
CUL001014,PPB000817,2026-KHARIF,3.08,Maize,53.39
CUL001015,PPB000818,2026-KHARIF,2.66,Soybean,15.73
CUL001016,PPB000819,2026-KHARIF,1.0,Paddy,29.96
CUL001017,PPB000820,2026-KHARIF,1.03,Paddy,27.93
CUL001018,PPB000821,2026-KHARIF,2.0,Soybean,18.48
CUL001019,PPB000822,2026-KHARIF,0.56,Soybean,2.94
CUL001020,PPB000823,2026-KHARIF,2.64,Groundnut,29.21
CUL001021,PPB000823,2026-KHARIF,0.5,Soybean,2.64
CUL001022,PPB000824,2026-KHARIF,1.68,Paddy,44.2
CUL001023,PPB000825,2026-KHARIF,1.33,Groundnut,15.51
CUL001024,PPB000826,2026-KHARIF,2.64,Groundnut,24.89
CUL001025,PPB000827,2026-KHARIF,5.17,Paddy,107.72
CUL001026,PPB000827,2026-KHARIF,0.5,Paddy,13.65
CUL001027,PPB000828,2026-KHARIF,7.09,Groundnut,43.84
CUL001028,PPB000829,2026-KHARIF,8.22,Soybean,77.85
CUL001029,PPB000830,2026-KHARIF,2.74,Maize,61.86
CUL001030,PPB000831,2026-KHARIF,7.31,Cotton,44.5
CUL001031,PPB000831,2026-KHARIF,0.41,Maize,8.49
CUL001032,PPB000832,2026-KHARIF,7.08,Cotton,40.71
CUL001033,PPB000833,2026-KHARIF,3.83,Paddy,107.69
CUL001034,PPB000834,2026-KHARIF,4.05,Soybean,29.85
CUL001035,PPB000835,2026-KHARIF,6.22,Maize,145.68
CUL001036,PPB000835,2026-KHARIF,1.4,Paddy,32.19
CUL001037,PPB000836,2026-KHARIF,1.02,Paddy,29.93
CUL001038,PPB000836,2026-KHARIF,2.88,Soybean,24.11
CUL001039,PPB000837,2026-KHARIF,6.26,Groundnut,62.74
CUL001040,PPB000838,2026-KHARIF,0.76,Soybean,6.0
CUL001041,PPB000839,2026-KHARIF,6.15,Paddy,139.43
CUL001042,PPB000839,2026-KHARIF,1.88,Maize,41.61
CUL001043,PPB000840,2026-KHARIF,4.64,Paddy,129.46
CUL001044,PPB000841,2026-KHARIF,0.8,Soybean,4.18
CUL001045,PPB000841,2026-KHARIF,2.22,Maize,37.23
CUL001046,PPB000842,2026-KHARIF,4.69,Groundnut,43.85
CUL001047,PPB000843,2026-KHARIF,4.85,Cotton,21.48
CUL001048,PPB000844,2026-KHARIF,3.63,Soybean,21.45
CUL001049,PPB000844,2026-KHARIF,1.63,Groundnut,18.84
CUL001050,PPB000845,2026-KHARIF,6.15,Soybean,42.55
CUL001051,PPB000846,2026-KHARIF,1.26,Groundnut,10.81
CUL001052,PPB000847,2026-KHARIF,3.32,Cotton,15.29
CUL001053,PPB000848,2026-KHARIF,0.51,Groundnut,4.09
CUL001054,PPB000848,2026-KHARIF,0.57,Maize,14.14
CUL001055,PPB000849,2026-KHARIF,5.93,Maize,137.9
CUL001056,PPB000850,2026-KHARIF,2.51,Groundnut,16.94
CUL001057,PPB000850,2026-KHARIF,2.91,Groundnut,34.22
CUL001058,PPB000851,2026-KHARIF,2.2,Soybean,16.86
CUL001059,PPB000852,2026-KHARIF,1.34,Soybean,7.62
CUL001060,PPB000853,2026-KHARIF,1.64,Maize,40.85
CUL001061,PPB000854,2026-KHARIF,2.87,Paddy,69.6
CUL001062,PPB000854,2026-KHARIF,1.17,Paddy,24.44
CUL001063,PPB000855,2026-KHARIF,1.53,Paddy,39.57
CUL001064,PPB000856,2026-KHARIF,1.98,Groundnut,19.48
CUL001065,PPB000857,2026-KHARIF,7.19,Maize,159.24
CUL001066,PPB000858,2026-KHARIF,1.69,Soybean,14.53
CUL001067,PPB000859,2026-KHARIF,1.28,Maize,19.76
CUL001068,PPB000860,2026-KHARIF,1.92,Groundnut,12.61
CUL001069,PPB000861,2026-KHARIF,7.57,Paddy,220.29
CUL001070,PPB000862,2026-KHARIF,2.18,Cotton,15.26
CUL001071,PPB000863,2026-KHARIF,1.35,Paddy,35.32
CUL001072,PPB000863,2026-KHARIF,2.43,Paddy,69.81
CUL001073,PPB000864,2026-KHARIF,2.94,Groundnut,24.99
CUL001074,PPB000865,2026-KHARIF,4.11,Soybean,38.97
CUL001075,PPB000866,2026-KHARIF,1.52,Maize,33.44
CUL001076,PPB000867,2026-KHARIF,2.26,Paddy,64.78
CUL001077,PPB000868,2026-KHARIF,8.08,Maize,129.03
CUL001078,PPB000868,2026-KHARIF,0.58,Cotton,3.28
CUL001079,PPB000869,2026-KHARIF,1.07,Cotton,6.94
CUL001080,PPB000870,2026-KHARIF,3.31,Cotton,20.47
CUL001081,PPB000870,2026-KHARIF,1.22,Groundnut,11.84
CUL001082,PPB000871,2026-KHARIF,3.35,Groundnut,28.06
CUL001083,PPB000872,2026-KHARIF,2.92,Groundnut,24.2
CUL001084,PPB000872,2026-KHARIF,2.01,Paddy,46.78
CUL001085,PPB000873,2026-KHARIF,8.55,Paddy,180.46
CUL001086,PPB000874,2026-KHARIF,6.31,Maize,98.35
CUL001087,PPB000875,2026-KHARIF,2.55,Maize,56.02
CUL001088,PPB000876,2026-KHARIF,1.65,Paddy,38.8
CUL001089,PPB000877,2026-KHARIF,2.05,Soybean,17.25
CUL001090,PPB000878,2026-KHARIF,1.46,Groundnut,13.47
CUL001091,PPB000879,2026-KHARIF,2.04,Cotton,10.19
CUL001092,PPB000879,2026-KHARIF,5.78,Maize,92.48
CUL001093,PPB000880,2026-KHARIF,1.67,Groundnut,10.58
CUL001094,PPB000881,2026-KHARIF,0.54,Paddy,14.01
CUL001095,PPB000881,2026-KHARIF,3.26,Cotton,23.56
CUL001096,PPB000882,2026-KHARIF,2.37,Groundnut,17.78
CUL001097,PPB000883,2026-KHARIF,2.48,Soybean,24.78
CUL001098,PPB000884,2026-KHARIF,3.87,Groundnut,37.46
CUL001099,PPB000885,2026-KHARIF,1.33,Paddy,30.95
CUL001100,PPB000885,2026-KHARIF,0.65,Maize,9.84
CUL001101,PPB000886,2026-KHARIF,1.51,Cotton,9.0
CUL001102,PPB000887,2026-KHARIF,2.11,Paddy,54.25
CUL001103,PPB000887,2026-KHARIF,2.56,Cotton,18.1
CUL001104,PPB000888,2026-KHARIF,2.15,Groundnut,23.29
CUL001105,PPB000889,2026-KHARIF,3.65,Maize,86.03
CUL001106,PPB000890,2026-KHARIF,1.64,Soybean,15.38
CUL001107,PPB000891,2026-KHARIF,6.17,Maize,140.09
CUL001108,PPB000892,2026-KHARIF,0.92,Paddy,19.4
CUL001109,PPB000893,2026-KHARIF,4.67,Cotton,22.96
CUL001110,PPB000894,2026-KHARIF,0.52,Soybean,3.02
CUL001111,PPB000895,2026-KHARIF,1.29,Maize,23.14
CUL001112,PPB000896,2026-KHARIF,1.86,Soybean,15.75
CUL001113,PPB000896,2026-KHARIF,1.13,Soybean,6.41
CUL001114,PPB000897,2026-KHARIF,5.73,Soybean,29.45
CUL001115,PPB000898,2026-KHARIF,2.14,Paddy,44.78
CUL001116,PPB000899,2026-KHARIF,5.4,Groundnut,53.12
CUL001117,PPB000900,2026-KHARIF,0.54,Groundnut,3.29
CUL001118,PPB000901,2026-KHARIF,2.25,Soybean,16.66
CUL001119,PPB000901,2026-KHARIF,0.86,Groundnut,5.82
CUL001120,PPB000902,2026-KHARIF,1.5,Groundnut,16.94
CUL001121,PPB000903,2026-KHARIF,1.57,Paddy,46.02
CUL001122,PPB000904,2026-KHARIF,1.95,Soybean,17.48
CUL001123,PPB000905,2026-KHARIF,5.14,Soybean,27.66
CUL001124,PPB000906,2026-KHARIF,5.69,Paddy,125.4
CUL001125,PPB000907,2026-KHARIF,1.65,Soybean,11.07
CUL001126,PPB000908,2026-KHARIF,3.05,Groundnut,31.65
CUL001127,PPB000908,2026-KHARIF,4.24,Groundnut,26.66
CUL001128,PPB000909,2026-KHARIF,6.42,Maize,119.96
CUL001129,PPB000910,2026-KHARIF,8.51,Maize,154.01
CUL001130,PPB000911,2026-KHARIF,1.23,Maize,24.64
CUL001131,PPB000912,2026-KHARIF,1.48,Cotton,6.2
CUL001132,PPB000913,2026-KHARIF,2.11,Cotton,10.85
CUL001133,PPB000913,2026-KHARIF,2.47,Maize,58.54
CUL001134,PPB000914,2026-KHARIF,0.66,Maize,10.92
CUL001135,PPB000915,2026-KHARIF,0.89,Groundnut,8.62
CUL001136,PPB000915,2026-KHARIF,0.85,Soybean,7.15
CUL001137,PPB000916,2026-KHARIF,3.14,Soybean,27.7
CUL001138,PPB000917,2026-KHARIF,5.1,Maize,101.45
CUL001139,PPB000918,2026-KHARIF,1.6,Groundnut,14.77
CUL001140,PPB000919,2026-KHARIF,3.7,Soybean,25.04
CUL001141,PPB000920,2026-KHARIF,1.71,Paddy,47.9
CUL001142,PPB000921,2026-KHARIF,4.43,Soybean,43.47
CUL001143,PPB000922,2026-KHARIF,1.2,Maize,18.4
CUL001144,PPB000923,2026-KHARIF,3.31,Groundnut,29.85
CUL001145,PPB000924,2026-KHARIF,1.11,Maize,20.32
CUL001146,PPB000925,2026-KHARIF,7.77,Paddy,158.18
CUL001147,PPB000926,2026-KHARIF,3.11,Soybean,22.4
CUL001148,PPB000927,2026-KHARIF,3.01,Paddy,85.56
CUL001149,PPB000928,2026-KHARIF,2.72,Cotton,13.64
CUL001150,PPB000929,2026-KHARIF,1.39,Soybean,7.32
CUL001151,PPB000930,2026-KHARIF,7.79,Cotton,52.61
CUL001152,PPB000931,2026-KHARIF,4.94,Maize,96.35
CUL001153,PPB000931,2026-KHARIF,2.4,Paddy,48.37
CUL001154,PPB000932,2026-KHARIF,0.67,Groundnut,4.52
CUL001155,PPB000933,2026-KHARIF,3.79,Groundnut,37.77
CUL001156,PPB000934,2026-KHARIF,5.53,Groundnut,52.4
CUL001157,PPB000934,2026-KHARIF,1.22,Groundnut,11.09
CUL001158,PPB000935,2026-KHARIF,2.54,Groundnut,16.17
CUL001159,PPB000936,2026-KHARIF,3.98,Maize,93.03
CUL001160,PPB000937,2026-KHARIF,1.69,Soybean,14.2
CUL001161,PPB000938,2026-KHARIF,1.65,Paddy,46.37
CUL001162,PPB000939,2026-KHARIF,5.01,Maize,88.57
CUL001163,PPB000939,2026-KHARIF,1.71,Groundnut,16.92
CUL001164,PPB000940,2026-KHARIF,1.35,Maize,23.47
CUL001165,PPB000940,2026-KHARIF,3.59,Maize,88.88
CUL001166,PPB000941,2026-KHARIF,0.6,Maize,14.66
CUL001167,PPB000941,2026-KHARIF,2.09,Maize,42.16
CUL001168,PPB000942,2026-KHARIF,2.18,Groundnut,25.17
CUL001169,PPB000943,2026-KHARIF,0.97,Paddy,27.32
CUL001170,PPB000944,2026-KHARIF,0.67,Maize,16.01
CUL001171,PPB000945,2026-KHARIF,1.07,Groundnut,8.9
CUL001172,PPB000946,2026-KHARIF,0.75,Paddy,21.83
CUL001173,PPB000946,2026-KHARIF,0.45,Groundnut,4.51
CUL001174,PPB000947,2026-KHARIF,6.98,Paddy,140.38
CUL001175,PPB000947,2026-KHARIF,0.67,Cotton,3.19
CUL001176,PPB000948,2026-KHARIF,6.36,Cotton,27.01
CUL001177,PPB000948,2026-KHARIF,1.22,Groundnut,9.44
CUL001178,PPB000949,2026-KHARIF,5.97,Paddy,154.6
CUL001179,PPB000950,2026-KHARIF,7.18,Cotton,40.82
CUL001180,PPB000951,2026-KHARIF,0.76,Cotton,4.28
CUL001181,PPB000952,2026-KHARIF,1.87,Paddy,38.05
CUL001182,PPB000953,2026-KHARIF,2.36,Paddy,57.99
CUL001183,PPB000954,2026-KHARIF,5.24,Paddy,124.19
CUL001184,PPB000954,2026-KHARIF,0.45,Cotton,3.51
CUL001185,PPB000955,2026-KHARIF,1.28,Paddy,29.84
CUL001186,PPB000955,2026-KHARIF,0.96,Paddy,23.38
CUL001187,PPB000956,2026-KHARIF,4.48,Paddy,92.91
CUL001188,PPB000956,2026-KHARIF,4.98,Soybean,47.71
CUL001189,PPB000957,2026-KHARIF,6.11,Paddy,165.22
CUL001190,PPB000958,2026-KHARIF,2.06,Paddy,57.84
CUL001191,PPB000959,2026-KHARIF,1.31,Groundnut,14.29
CUL001192,PPB000960,2026-KHARIF,5.71,Soybean,29.75
CUL001193,PPB000961,2026-KHARIF,3.85,Groundnut,40.66
CUL001194,PPB000962,2026-KHARIF,1.5,Maize,26.91
CUL001195,PPB000962,2026-KHARIF,0.62,Groundnut,6.42
CUL001196,PPB000963,2026-KHARIF,1.43,Groundnut,12.52
CUL001197,PPB000963,2026-KHARIF,0.57,Maize,11.63
CUL001198,PPB000964,2026-KHARIF,0.78,Soybean,6.95
CUL001199,PPB000965,2026-KHARIF,0.91,Cotton,6.56
CUL001200,PPB000966,2026-KHARIF,1.82,Soybean,16.78
CUL001201,PPB000966,2026-KHARIF,3.64,Soybean,18.63
CUL001202,PPB000967,2026-KHARIF,1.29,Paddy,27.51
CUL001203,PPB000968,2026-KHARIF,3.45,Groundnut,32.65
CUL001204,PPB000969,2026-KHARIF,3.56,Cotton,28.16
CUL001205,PPB000970,2026-KHARIF,4.81,Groundnut,39.5
CUL001206,PPB000971,2026-KHARIF,7.14,Soybean,48.6
CUL001207,PPB000972,2026-KHARIF,7.73,Paddy,190.2
CUL001208,PPB000973,2026-KHARIF,2.81,Paddy,75.05
CUL001209,PPB000973,2026-KHARIF,1.21,Cotton,6.7
CUL001210,PPB000974,2026-KHARIF,7.21,Paddy,183.26
CUL001211,PPB000975,2026-KHARIF,1.64,Groundnut,16.85
CUL001212,PPB000976,2026-KHARIF,1.84,Soybean,11.65
CUL001213,PPB000977,2026-KHARIF,0.6,Soybean,4.0
CUL001214,PPB000978,2026-KHARIF,4.11,Cotton,28.29
CUL001215,PPB000979,2026-KHARIF,1.67,Maize,26.81
CUL001216,PPB000980,2026-KHARIF,6.85,Cotton,40.72
CUL001217,PPB000981,2026-KHARIF,3.06,Groundnut,20.68
CUL001218,PPB000982,2026-KHARIF,0.64,Cotton,3.83
CUL001219,PPB000983,2026-KHARIF,4.3,Paddy,126.34
CUL001220,PPB000984,2026-KHARIF,0.87,Soybean,5.31
CUL001221,PPB000985,2026-KHARIF,1.93,Paddy,47.47
CUL001222,PPB000986,2026-KHARIF,6.18,Cotton,45.67
CUL001223,PPB000987,2026-KHARIF,1.17,Groundnut,8.16
CUL001224,PPB000988,2026-KHARIF,1.17,Cotton,4.7
CUL001225,PPB000989,2026-KHARIF,2.38,Groundnut,16.89
CUL001226,PPB000990,2026-KHARIF,3.11,Maize,49.45
CUL001227,PPB000991,2026-KHARIF,0.97,Groundnut,11.2
CUL001228,PPB000991,2026-KHARIF,4.91,Cotton,19.76
CUL001229,PPB000992,2026-KHARIF,0.58,Cotton,4.51
CUL001230,PPB000993,2026-KHARIF,0.79,Groundnut,6.5
